Cd. Madero
128,38
129,39
130,39
131,39
132,39
133,39
134,39
135,39
136,39
137,39
138,39
139,39
140,39
141,39
142,39
143,39
144,39
145,52
146,58
147,60
148,61
149,61
150,63
151,69
152,69
153,74
154,82
155,82
156,82
157,85
158,88
159,91
160,91
161,92
162,99
163,99
164,99
165,101
166,101
167,111
168,111
169,119
170,119
171,121
172,124
173,129
174,129
175,136
176,136
177,137
178,140
179,144
180,144
181,148
182,153
183,153
184,154
185,159
186,159
187,159
188,162
189,162
190,165
191,165
192,167
193,171
194,171
195,171
196,172
197,177
198,182
199,182
200,183
201,185
202,185
203,185
204,186
