128,30
129,30
130,29
131,29
132,29
133,31
134,32
135,33
136,33
137,33
138,33
139,34
140,34
141,35
142,35
143,35
144,35
145,40
146,46
147,47
148,47
149,47
150,50
151,53
152,53
153,57
154,63
155,63
156,63
157,66
158,70
159,74
160,77
161,78
162,86
163,86
164,88
165,90
166,90
167,90
168,90
169,99
170,99
171,100
172,101
173,110
174,110
175,113
176,113
177,113
178,114
179,117
180,117
181,120
182,124
183,124
184,127
185,130
186,130
187,132
188,132
189,132
190,132
191,132
192,132
193,135
194,135
195,135
196,136
197,139
198,140
199,140
200,141
201,143
202,143
203,143
204,146
